short_name,overall,nationality,team_position,age,height_cm,weight_kg,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
K. Paal,67,Netherlands,LB,22,177,70,65,47,60,68,58,71,67,50,63,70,78,80,74,65,80,62,77,71,65,50,67,66,65,68,45,70,61,62,61,11,15,9,13,12
K. Özer,66,Turkey,RM,31,170,62,64,48,46,64,62,69,58,64,58,68,79,76,73,68,84,58,77,59,32,60,62,17,62,60,41,58,40,39,33,11,13,11,12,14
K. Osorio,67,Colombia,CAM,25,182,76,63,70,69,66,58,65,70,77,60,69,67,74,80,68,74,69,63,78,75,69,64,50,68,65,70,66,45,65,63,14,10,7,9,8
K. Osako,66,Japan,GK,19,186,86,14,7,10,18,7,12,10,10,19,20,28,32,27,59,38,49,42,22,68,7,19,8,7,38,15,45,12,14,11,67,66,65,63,69
K. Opseth,66,Norway,ST,29,189,90,59,67,64,59,51,58,65,70,42,62,67,66,56,57,55,75,72,59,83,66,52,16,64,49,59,49,30,21,12,15,12,10,8,6
K. Onose,64,Japan,RM,26,177,65,63,65,57,56,58,69,56,45,53,63,71,65,70,63,68,56,67,68,58,58,45,19,60,58,57,63,27,20,18,8,11,9,10,14
K. Omori,67,Japan,RM,27,170,70,67,61,39,69,55,67,64,38,66,68,69,64,79,58,85,63,86,72,71,59,39,39,68,60,59,59,51,30,25,10,6,13,13,7
K. Oi,66,Japan,CB,35,181,75,49,24,65,40,21,23,26,23,42,42,42,34,76,52,54,34,82,84,80,22,62,66,34,35,36,57,66,70,69,11,8,10,8,7
K. O'Hara,60,Republic of Ireland,GK,23,191,78,12,14,15,26,13,16,13,11,29,19,49,41,50,55,57,41,61,41,51,11,25,25,13,36,13,44,15,14,19,62,57,55,58,63
K. Ntlhe,63,South Africa,LB,25,175,66,60,27,62,59,16,54,23,18,54,60,76,76,80,63,64,50,86,70,64,36,61,59,40,40,23,43,53,62,59,9,7,16,12,15
K. Noborizato,68,Japan,RB,28,168,68,63,49,50,57,54,69,67,54,52,68,90,90,88,67,77,68,83,85,62,61,57,62,64,58,49,60,58,63,64,11,7,7,7,7
K. Nishizawa,63,Japan,LM,22,171,67,64,52,35,63,47,63,59,64,56,64,69,71,69,44,74,56,54,69,52,48,57,26,65,54,48,50,25,33,31,13,9,12,10,9
K. Nakamura,63,Japan,LW,18,180,75,49,59,43,54,47,74,69,69,46,67,75,76,72,61,63,55,63,70,71,43,41,31,55,54,54,64,21,36,30,7,13,15,8,7
K. Naismith,66,Scotland,LM,27,185,78,68,63,64,63,45,65,68,74,61,64,76,75,76,64,76,73,72,75,76,71,65,56,52,64,59,61,64,64,63,9,12,6,10,7
K. Nagato,64,Japan,LB,24,172,71,73,41,36,61,22,60,62,54,58,61,73,70,64,46,78,56,73,79,62,24,54,62,60,60,36,54,57,65,61,7,14,6,7,11
K. Nagai,69,Japan,LS,30,178,71,59,63,65,61,60,67,61,54,58,61,95,95,82,70,68,68,81,94,69,61,61,40,67,62,62,67,50,28,29,7,12,12,16,11
K. Muhar,60,Croatia,RDM,23,188,83,36,27,52,63,41,55,32,40,58,51,62,68,55,51,53,57,65,65,72,49,71,61,54,48,41,42,55,61,58,6,11,9,9,6
K. Morris,64,England,RM,25,178,71,57,57,51,57,52,65,57,50,55,65,75,77,75,56,72,68,68,80,66,59,58,41,59,58,53,60,47,53,46,16,16,9,12,12
K. Mizunuma,68,Japan,RM,29,176,72,68,62,46,69,50,67,57,58,59,71,65,67,77,67,67,62,42,74,73,57,49,40,69,64,57,51,35,37,34,13,7,12,15,13
K. Miyahara,68,Japan,RB,23,172,67,59,45,48,71,25,56,32,34,66,62,70,85,77,64,76,49,79,86,62,40,68,66,50,43,36,49,61,66,61,15,11,6,12,12
K. Misao,69,Japan,RDM,23,181,73,69,40,56,76,40,69,58,44,72,75,70,74,67,69,70,59,69,73,79,36,68,63,45,71,42,64,67,70,65,14,6,13,10,11
K. Mellor,63,England,RB,28,187,75,59,36,66,60,15,61,43,27,49,60,69,67,70,58,47,34,71,80,72,28,58,56,62,46,34,43,57,62,59,7,16,8,14,16
K. McFadzean,67,England,RCB,32,185,85,20,35,65,52,28,43,22,41,45,49,39,48,33,56,50,51,67,64,82,33,80,71,20,47,36,48,65,66,63,11,13,11,6,6
K. Matsubara,66,Japan,LB,22,182,72,70,60,36,64,24,65,45,25,57,68,73,77,66,55,63,65,68,74,69,56,69,60,67,46,32,62,62,66,64,11,7,12,5,7
K. Magennis,63,Scotland,RM,20,178,73,57,55,47,66,53,65,64,67,62,65,73,75,72,60,66,65,44,73,68,60,59,46,60,64,51,61,41,45,41,6,10,10,15,10
K. Londoño,68,Colombia,RM,25,180,72,71,64,37,63,42,67,50,31,65,65,79,74,64,62,65,56,45,73,72,50,36,62,60,64,45,60,60,54,59,12,5,6,13,7
K. Lejeune,63,France,LB,34,181,81,68,46,66,68,61,60,70,66,65,63,54,60,74,63,61,61,63,56,67,60,67,63,59,68,70,59,57,59,54,6,12,16,11,15
K. Leerdam,70,Netherlands,RB,29,178,70,64,56,73,69,53,66,59,52,65,70,72,72,71,69,73,65,88,81,69,54,70,63,68,65,43,68,64,70,67,13,9,7,8,12
K. Lee,69,England,RCM,31,178,76,67,65,59,74,60,68,63,27,68,72,66,61,65,67,77,53,72,50,60,50,58,64,69,72,59,68,60,68,64,12,12,8,11,12
K. Larson,64,Sweden,RB,27,176,70,59,34,50,59,27,58,34,30,55,57,72,66,74,60,71,31,69,85,65,32,75,62,48,51,39,59,61,58,63,8,9,6,13,13
K. Larsen,68,Denmark,CB,26,190,88,30,24,73,56,26,38,23,22,46,50,71,70,44,63,48,50,84,68,85,29,74,66,23,35,37,60,60,64,64,14,13,15,8,8
K. Kronholm,70,United States,GK,33,188,83,10,9,9,45,7,15,9,10,36,29,29,42,30,69,38,49,67,33,74,8,30,12,9,55,18,45,10,8,9,74,64,65,64,74
K. Krolicki,62,Japan,LCM,23,178,70,51,33,44,69,33,63,52,34,59,66,68,63,83,59,79,41,55,80,51,40,71,58,42,57,45,63,63,60,43,12,11,15,15,12
K. Kozuka,63,Japan,LF,24,173,68,59,58,43,68,37,65,61,66,68,70,75,79,71,48,72,50,62,75,60,47,38,25,61,70,46,58,44,48,43,6,5,12,12,9
K. Knoyle,62,England,RB,22,177,63,58,23,55,59,25,59,34,30,51,61,85,87,82,50,79,34,68,66,49,30,54,54,50,41,33,53,51,63,60,14,9,13,11,7
K. Kamiński,67,Poland,GK,28,191,82,13,18,12,26,15,14,16,17,24,26,30,44,38,61,58,50,55,34,54,14,21,18,15,14,23,27,18,12,13,68,67,66,68,65
K. Kairinen,62,Finland,RCM,20,186,81,52,42,44,65,41,61,58,59,64,63,67,65,66,60,67,64,54,70,66,60,46,57,51,63,48,61,50,53,48,14,12,9,9,8
K. Junker,63,Denmark,LS,25,186,73,44,59,58,50,55,62,36,36,39,64,77,81,71,57,72,66,74,68,67,55,48,17,58,49,61,56,31,16,18,14,11,6,13,9
K. Jóźwiak,69,Poland,LM,21,176,70,65,63,41,66,49,65,49,34,60,68,87,92,78,60,79,61,53,72,72,41,62,31,63,63,52,64,47,44,35,10,14,8,9,13
K. Jacobs,65,South Africa,RDM,29,173,69,62,46,49,71,41,59,63,59,68,66,64,62,56,67,80,65,54,86,63,44,66,53,52,55,52,69,56,63,62,12,11,7,6,10
K. Jackson,65,England,LS,25,181,73,41,60,65,51,54,63,41,39,33,60,90,91,73,62,51,64,58,61,59,58,44,23,65,51,60,56,32,25,21,12,16,15,8,12
K. Itakura,67,Japan,LCB,22,186,75,30,16,67,66,24,55,30,40,64,65,74,76,68,65,49,64,82,84,72,24,64,68,41,50,38,62,62,65,58,13,6,9,10,12
K. Holzweiler,64,Germany,RM,24,164,60,51,59,31,58,53,68,64,46,45,66,90,82,94,61,95,60,62,73,31,57,41,23,54,50,49,64,21,20,26,6,6,7,6,8
K. Holmberg,68,Sweden,RS,26,185,73,45,69,64,57,56,64,49,47,42,64,71,71,74,70,73,66,56,80,71,55,83,38,75,63,62,65,50,38,33,14,7,15,14,10
K. Hoggas,64,France,CAM,27,183,77,57,59,58,65,55,67,65,58,63,68,58,48,65,50,64,69,59,47,62,65,49,46,65,65,64,63,36,41,43,6,12,11,11,12
K. Hodžić,60,Sweden,LB,24,179,71,60,31,44,61,27,57,32,36,58,61,63,60,63,55,71,36,61,61,56,29,49,57,43,44,38,48,55,61,60,8,9,11,12,7
K. Hazard,69,Belgium,LW,23,171,70,68,56,39,69,60,74,64,60,66,72,81,71,80,63,79,61,66,50,60,66,53,28,66,67,56,71,17,34,32,12,15,7,6,9
K. Haugen,68,Norway,LB,25,188,77,70,54,44,64,40,63,67,68,62,65,72,76,66,64,68,74,69,85,71,60,60,63,58,64,51,64,66,66,66,11,7,12,12,15
K. Hashimoto,70,Japan,RDM,25,182,74,64,65,58,69,50,66,54,56,67,68,77,68,78,68,63,65,64,86,74,63,72,70,70,65,58,60,66,69,65,14,8,14,10,8
K. Harris,68,England,LW,26,175,68,63,59,29,67,50,73,40,35,54,71,85,81,86,59,87,57,75,67,61,54,33,29,59,55,40,53,25,26,28,7,14,9,14,10
K. Haraldseid,66,Norway,RB,25,180,74,66,47,57,62,59,61,54,53,58,64,75,72,75,60,66,67,56,86,68,52,67,63,60,62,48,61,60,64,61,11,14,14,8,16
K. Hachisuka,65,Japan,RB,28,180,75,65,46,57,61,29,58,36,26,55,61,67,74,63,67,62,39,74,79,83,26,61,61,60,57,37,47,60,62,56,8,10,7,12,14
K. Guthrie,63,England,RS,26,191,70,47,65,62,55,55,63,54,38,52,61,74,67,63,54,62,65,72,69,69,57,56,36,59,52,63,57,29,48,42,10,8,13,8,9
K. Günter,70,Germany,RCB,24,184,79,32,23,69,69,28,56,21,26,72,61,53,64,61,66,60,50,75,61,73,31,69,68,31,59,37,60,69,70,68,13,10,10,9,10
K. Großkreutz,68,Germany,RB,30,186,77,71,63,39,66,57,60,69,57,64,63,65,71,60,66,54,66,33,90,68,64,87,70,65,64,26,68,62,63,68,9,14,12,7,10
K. Grabara,64,Poland,GK,20,190,80,18,13,12,31,13,19,17,19,19,15,40,38,38,52,41,49,52,29,50,14,26,14,5,30,17,41,4,19,13,66,63,65,64,62
K. Gehring,65,Germany,LCB,31,193,85,25,21,64,52,27,41,24,29,51,50,44,41,40,64,41,32,46,65,86,24,80,63,27,34,37,65,61,62,60,9,5,9,6,8
K. Forenc,62,Poland,GK,26,191,91,12,13,14,23,14,15,14,14,23,18,39,46,51,45,46,48,63,35,75,12,21,13,15,18,23,51,13,15,14,63,65,64,60,63
K. Fila,64,Poland,RB,21,180,72,57,47,46,63,41,55,59,39,55,63,79,82,67,56,67,49,55,73,70,42,59,62,55,61,48,47,58,65,60,8,12,6,7,9
K. Fickentscher,66,Switzerland,GK,30,181,78,20,13,11,13,12,14,15,12,16,19,46,54,52,59,25,46,66,43,33,12,28,22,13,62,13,51,29,12,19,64,62,61,66,72
K. Enghardt,64,Denmark,RCB,27,186,83,48,34,64,64,34,56,36,34,60,63,60,68,56,58,64,55,77,71,71,41,62,59,42,49,55,63,60,62,62,9,7,8,14,13
K. Eisele,67,Germany,GK,24,191,76,8,7,9,16,5,4,13,13,19,11,20,18,39,52,21,47,40,29,68,7,31,13,2,38,12,31,10,12,9,68,66,63,66,73
K. Ehlers,60,Germany,CB,18,187,85,28,22,60,50,31,33,27,25,47,48,55,62,49,58,59,39,75,64,69,25,49,54,35,53,30,49,64,62,58,8,15,12,8,11
K. Edwards,68,England,LM,21,172,64,64,54,45,62,48,75,69,60,59,75,77,81,80,61,79,64,66,66,52,50,50,35,58,65,55,68,29,41,40,10,6,5,9,11
K. Dowell,70,England,CAM,21,185,80,64,68,53,71,58,74,60,69,67,71,62,64,69,60,70,68,48,52,56,73,48,33,64,73,64,70,45,46,52,8,13,7,14,8
K. Dawson,63,Republic of Ireland,LCM,29,176,80,62,57,51,63,48,61,59,44,61,62,81,78,74,60,74,60,70,90,65,56,65,55,61,61,56,62,53,57,54,13,10,14,9,12
K. da Graca,61,Sweden,LCB,21,188,80,36,22,58,55,34,30,28,30,38,51,55,61,36,53,53,45,46,63,77,26,54,58,22,31,37,44,62,62,58,11,15,6,16,15
K. D'Haene,70,Belgium,LB,29,168,63,77,55,28,67,54,71,54,52,68,68,74,67,84,67,90,71,74,85,35,58,68,71,63,58,53,73,65,67,67,7,16,14,12,14
K. Conrad,63,Germany,LB,28,181,78,46,19,57,56,28,41,44,33,53,54,67,64,70,65,70,35,82,61,73,24,58,61,39,47,37,63,63,61,63,12,8,8,8,16
K. Conboy,65,Denmark,LB,31,185,77,67,40,60,62,42,59,65,62,56,61,67,67,69,65,62,69,75,71,69,53,72,63,56,55,38,65,62,63,64,11,8,15,6,9
K. Çelikay,67,Turkey,GK,31,194,86,13,13,16,29,14,14,14,24,34,20,26,35,31,60,37,46,58,22,61,14,21,25,12,36,17,51,15,14,22,69,66,61,64,70
K. Brünker,62,Germany,LS,25,190,78,30,61,69,46,54,49,38,32,45,48,76,80,58,55,54,67,66,76,85,52,63,16,61,47,59,53,23,14,12,6,11,14,13,11
K. Broll,69,Germany,GK,23,184,85,10,7,12,21,5,12,11,12,20,17,15,15,26,70,33,32,53,25,48,8,16,14,7,45,13,65,11,12,11,70,66,42,71,72
K. Broadfoot,68,Scotland,RCB,34,191,89,49,17,73,56,23,51,26,41,61,58,27,31,27,61,32,54,29,64,82,22,81,65,26,42,43,50,66,69,66,6,15,16,13,10
K. Bistrović,70,Croatia,LCM,21,183,75,63,55,62,74,64,72,47,47,71,66,64,69,54,68,61,66,57,67,59,53,65,63,40,75,49,60,70,72,71,10,7,6,7,10
K. Bennett,65,England,LW,28,165,61,56,55,35,59,52,67,59,52,51,61,84,78,87,60,87,62,36,72,43,53,42,48,63,60,58,58,32,36,25,16,7,6,7,14
K. Behrens,67,Germany,RM,28,184,80,42,67,68,49,55,60,50,33,44,60,70,75,71,62,67,72,84,74,79,60,65,24,66,54,65,56,27,20,19,12,7,6,11,7
K. Beckerman,70,United States,LDM,37,177,70,45,52,59,71,59,61,62,58,68,70,34,34,59,65,67,75,62,67,69,64,75,68,57,61,69,70,70,69,64,9,15,13,11,11
K. Bartolec,67,Croatia,RB,24,176,78,64,53,45,64,48,66,59,51,60,67,80,80,79,59,75,62,64,84,64,59,59,60,66,58,38,64,63,65,61,5,10,13,11,14
K. Barnawi,60,Saudi Arabia,RB,32,168,64,54,29,43,55,25,56,33,34,49,55,76,75,60,56,82,33,66,66,48,34,52,57,52,45,31,44,56,58,59,15,10,15,15,12
K. Barmen,67,Norway,CDM,25,190,76,58,64,70,68,61,66,65,63,62,68,66,61,58,67,64,69,88,76,79,65,68,65,69,64,60,73,62,64,60,8,10,13,6,10
K. Anzai,70,Japan,RB,24,172,64,70,58,47,64,41,68,69,57,68,68,92,90,69,64,78,58,73,82,43,51,56,60,53,57,48,59,69,65,62,7,8,14,12,10
K. Antonsen,64,Norway,LCB,24,172,70,55,55,46,61,45,63,62,35,62,64,80,82,78,63,82,78,85,83,74,65,74,64,58,60,40,59,64,61,59,7,7,11,10,12
K. Antonik,61,Poland,RM,20,183,68,55,56,34,55,45,57,52,36,55,58,80,85,75,49,71,61,54,71,62,45,57,31,59,53,56,44,32,26,28,13,14,8,9,14
K. Anderson,65,England,CAM,24,178,71,51,65,62,63,57,66,52,53,50,65,81,82,84,65,80,66,64,63,56,64,34,15,63,56,61,54,18,16,15,7,8,12,6,8
K. Al Zealaiy,63,Saudi Arabia,LCM,32,176,63,62,62,52,61,45,65,57,61,59,64,71,71,73,56,68,55,74,58,61,59,55,38,58,60,44,48,37,38,44,16,10,13,14,14
K. Al Kaabi,61,Saudi Arabia,RM,27,177,69,58,57,51,57,37,60,52,46,49,60,77,81,76,56,76,71,70,70,46,47,30,16,52,54,59,55,17,19,17,8,8,14,11,7
K. Al Ghamdi,64,Saudi Arabia,RB,31,167,62,61,27,59,61,25,62,55,34,60,63,82,82,83,60,73,28,64,65,62,25,68,61,61,57,34,64,57,59,61,16,9,16,14,9
K. Agard,67,England,RS,29,176,67,60,65,62,60,61,63,43,31,54,59,80,83,91,69,80,64,90,73,71,61,59,46,69,55,68,54,46,30,22,13,6,9,10,7
K. Ademi,65,Switzerland,ST,23,196,86,26,67,73,51,57,59,41,34,31,61,52,57,45,62,43,65,69,77,88,54,60,24,67,53,57,54,20,26,27,11,14,13,14,15
Júnior Brumado,61,Brazil,LS,20,190,80,32,58,58,47,39,66,35,25,37,61,71,75,73,54,65,61,66,68,77,53,67,20,60,49,52,45,23,31,21,9,14,12,13,14
Junio,68,Brazil,RB,22,182,75,66,28,60,68,27,63,48,36,45,68,73,71,63,65,62,39,82,66,58,33,79,68,60,41,42,55,59,68,66,12,6,8,11,10
Jung Seung Yong,66,Korea Republic,LB,28,182,83,62,36,52,57,24,60,66,46,50,62,73,73,78,66,65,56,64,74,74,41,54,64,53,45,35,58,62,66,63,9,14,7,7,10
Jung Seok Hwa,70,Korea Republic,RCM,28,171,63,65,64,46,69,59,73,70,67,65,70,76,75,77,68,83,68,53,73,59,69,43,47,67,67,57,68,58,49,44,13,16,13,8,9
Jung San,62,Korea Republic,GK,30,191,84,11,12,11,36,11,14,10,14,32,19,48,40,42,58,52,44,43,30,59,10,36,21,11,28,25,56,15,14,19,65,60,58,60,62
Jung Jo Gook,68,Korea Republic,ST,35,186,77,54,72,71,62,66,59,63,65,56,63,53,64,61,69,58,68,76,55,82,58,38,23,70,51,68,60,42,20,25,14,15,12,9,7
Judson,68,Brazil,LDM,26,170,71,51,43,40,66,43,54,42,41,62,60,73,68,69,69,76,62,70,80,61,46,82,67,44,50,46,68,70,72,65,11,9,8,14,8
Juanma,68,Spain,LCB,36,185,75,65,26,82,59,35,41,66,41,62,48,52,64,58,59,53,74,80,63,79,61,75,63,50,48,51,52,65,65,62,7,11,12,9,9
Juande,67,Spain,RCM,32,183,75,46,32,52,67,48,58,46,55,64,62,65,64,65,58,50,49,66,75,72,47,75,67,60,64,48,58,64,66,64,13,5,12,12,14
Juan Ibiza,67,Spain,LCB,23,187,78,42,25,66,59,37,39,36,36,44,64,57,62,46,65,61,50,67,59,65,32,64,67,34,36,46,57,65,70,69,10,9,5,11,13
Juan Dominguez,69,Spain,LDM,29,181,71,58,57,51,67,49,67,66,59,68,70,59,50,72,73,72,59,85,82,70,61,59,74,53,71,70,64,60,60,59,12,9,6,16,10
Juan Cruz,67,Spain,LB,26,180,70,67,34,60,62,23,57,58,31,56,64,74,72,68,61,58,54,68,73,70,39,65,63,35,42,48,47,65,65,66,14,11,7,11,14
José Fran,64,Spain,LM,27,178,74,66,55,40,57,49,65,56,44,45,63,76,75,71,55,68,62,61,65,56,50,57,25,63,61,65,55,29,28,33,8,15,13,6,12
José Carlos,65,Spain,LCB,23,185,74,48,21,64,62,31,47,46,48,63,66,43,39,37,64,66,43,72,66,67,20,58,67,22,29,34,59,60,65,66,7,9,6,11,6
Jorge Félix,68,Spain,RS,27,175,68,66,64,61,66,55,68,57,43,59,65,74,74,71,62,80,63,70,73,64,63,30,15,66,67,64,66,42,19,19,8,6,10,7,7
Jordi Quintillà,68,Spain,CDM,25,178,70,57,45,54,73,43,65,69,75,69,69,66,69,78,62,82,60,55,74,59,56,53,57,58,72,56,58,56,59,54,9,10,12,13,7
Jordi Mboula,70,Spain,RW,20,183,74,64,67,53,65,61,74,55,53,59,71,84,87,77,62,69,68,51,66,71,62,39,24,65,60,64,71,32,30,28,7,9,14,10,15
Jordi Figueras,66,Spain,LCB,32,185,82,48,19,64,61,17,50,33,38,65,59,32,35,36,60,44,56,76,70,77,22,75,66,44,41,26,60,64,63,60,11,10,6,14,14
Joo Min Kyu,66,Korea Republic,ST,29,183,79,33,64,68,62,66,59,50,40,54,65,64,63,68,60,72,70,70,80,80,67,62,59,65,64,65,67,33,58,39,14,10,11,12,16
Jony Reitosa,70,Brazil,RB,27,176,74,57,32,58,59,50,48,44,39,55,62,80,76,79,78,84,69,78,83,78,37,85,62,49,47,36,64,67,72,75,12,11,9,9,10
Johannesson,69,Iceland,RB,25,176,70,66,40,57,64,33,60,56,32,55,62,80,84,71,64,72,59,69,92,62,34,64,67,67,62,41,52,60,63,65,8,10,9,14,14
João Afonso,67,Brazil,LCM,24,181,81,46,36,66,67,42,62,41,46,57,65,63,63,56,73,60,59,73,78,68,49,69,65,54,50,55,56,67,68,64,9,6,10,14,7
Joan Sastre,70,Spain,RB,22,174,75,67,36,62,67,31,65,40,40,37,70,74,77,61,65,63,34,57,68,60,31,58,67,49,44,61,62,69,71,70,10,13,15,15,9
Jo Sung Jin,69,Korea Republic,LCB,28,188,77,48,19,70,55,21,50,28,25,50,53,69,69,64,60,53,37,72,73,77,22,65,70,42,54,36,63,67,71,66,14,11,14,16,9
Jiang Zhipeng,68,China PR,LB,30,178,67,73,52,44,68,52,68,77,66,62,64,78,79,69,70,72,66,57,72,62,64,67,65,66,68,42,58,66,67,62,16,8,8,14,13
Jiang Zhe,62,China PR,RB,30,179,84,53,41,62,65,43,62,51,36,63,61,52,52,47,59,65,63,51,76,76,58,50,55,38,41,47,63,60,68,66,11,9,14,9,14
Jiang Jihong,61,China PR,LCB,29,191,88,23,25,62,51,29,30,28,22,46,27,66,50,44,54,63,39,76,72,71,20,70,53,22,31,38,50,60,61,61,12,10,11,10,11
Jhon Cley,70,Brazil,CAM,25,183,77,65,67,60,69,71,73,66,72,62,74,67,68,67,67,67,82,65,65,71,72,62,36,66,64,67,70,24,23,20,13,15,11,14,11
Jesús Rueda,69,Spain,RCB,32,186,81,61,46,66,67,44,47,56,49,72,57,48,50,59,65,58,76,80,74,79,69,76,67,50,33,45,57,70,68,62,9,9,11,8,10
Jesús Jiménez,69,Spain,LM,25,182,80,66,63,54,67,51,68,59,42,57,68,73,79,82,62,72,58,70,76,70,48,37,28,65,68,48,70,34,35,34,12,6,12,15,6
Jesiel,66,Brazil,RCB,25,186,79,29,29,59,63,30,44,28,31,47,37,55,54,44,60,53,42,77,67,76,20,53,63,27,30,42,58,68,72,69,13,7,10,10,13
Jeong Tae Wook,63,Korea Republic,RCB,22,194,92,23,22,59,42,22,26,28,22,36,31,41,65,36,51,37,33,71,43,91,18,65,59,22,32,31,46,62,63,62,9,11,8,14,15
Jeong Seung Hyun,70,Korea Republic,LCB,25,188,89,32,19,75,54,24,32,52,47,44,37,34,37,32,64,32,36,79,67,93,17,69,70,28,48,35,63,65,71,70,15,13,14,7,15
Jeong Jae Yong,70,Korea Republic,RDM,28,188,83,58,54,59,71,57,59,33,40,73,65,68,37,70,69,53,68,73,82,79,69,80,66,65,70,39,59,63,65,59,15,16,6,13,10
Jefferson,67,Brazil,LDM,25,181,80,62,34,56,72,36,67,38,46,64,70,73,70,59,65,67,70,51,70,72,63,67,64,61,62,58,58,42,64,58,14,10,8,15,13
Jean Carlos,66,Brazil,RCM,23,185,80,64,58,58,66,54,69,71,61,69,68,70,81,69,55,49,55,34,70,61,56,49,45,58,68,49,57,31,38,27,8,9,12,11,5
Javi Ros,69,Spain,RDM,29,173,68,57,61,41,72,52,59,72,67,69,70,68,70,77,64,82,71,68,77,69,68,68,63,66,70,68,65,59,69,70,16,16,10,6,8
Jang Yun Ho,66,Korea Republic,LCM,22,178,68,46,49,54,69,56,58,59,61,66,65,55,61,65,66,73,64,54,70,66,59,69,67,59,68,56,63,45,59,56,7,12,15,13,7
Jang Hyeon Soo,70,Korea Republic,RCB,27,185,82,26,23,73,58,26,61,22,25,49,66,68,67,47,58,47,38,70,64,82,21,75,65,22,56,33,65,70,68,67,13,15,14,9,13
Jairo,68,Spain,RM,25,165,64,67,64,40,65,57,71,54,48,58,70,90,88,86,49,92,64,47,56,43,56,35,26,66,55,61,60,30,21,26,8,10,7,13,13
Jaílson,68,Brazil,RDM,23,187,74,51,50,63,69,45,60,41,46,59,62,73,68,65,64,54,67,80,72,75,52,71,65,60,58,45,58,65,75,63,9,7,11,13,8
J. Þorsteinsson,64,Iceland,LW,20,177,73,54,53,33,59,53,71,63,61,49,67,74,72,75,58,73,62,40,70,50,58,85,28,61,58,39,62,45,37,34,7,7,12,8,9
J. Zuluaga,67,Colombia,RB,26,176,67,64,23,54,65,26,49,30,30,68,56,73,81,70,64,78,52,79,81,52,30,61,68,46,53,38,58,59,63,66,15,6,9,12,12
J. Żubrowski,66,Poland,RDM,27,181,73,60,31,47,65,42,61,55,60,61,63,53,53,68,60,67,68,62,76,69,66,73,65,40,63,63,61,60,67,63,10,13,8,11,14
J. Zirkzee,62,Netherlands,CAM,18,193,84,35,58,67,39,40,67,65,61,30,62,76,70,64,56,58,62,66,68,76,48,33,14,58,51,40,42,10,14,16,6,11,12,8,14
J. Zavala,66,Mexico,LCM,31,190,87,52,53,71,64,43,60,50,45,63,64,54,54,59,60,55,59,70,70,80,50,74,61,60,60,57,64,62,68,63,10,9,15,16,13
J. Yueill,70,United States,RDM,22,178,71,58,53,51,73,59,68,64,60,74,71,65,61,67,73,68,69,52,83,59,51,66,58,62,70,56,76,63,57,48,11,13,14,8,11
J. Young,69,England,GK,33,180,83,16,15,15,30,14,14,15,15,34,22,50,44,45,74,37,48,64,38,66,15,43,21,12,48,20,48,17,19,11,67,67,64,65,69
J. Yates,63,England,ST,22,175,68,34,64,59,54,48,60,32,29,31,63,70,67,74,56,79,62,77,74,62,63,55,24,65,53,63,51,25,27,22,6,8,10,10,11
J. Wright,64,Wales,RCB,24,193,82,29,27,64,50,32,58,25,29,48,52,46,43,47,52,51,44,66,64,74,19,62,62,29,54,30,66,66,65,61,9,10,12,9,6
J. Wright,63,England,LCM,29,175,74,56,56,49,65,63,60,59,58,64,65,68,59,73,58,65,64,59,75,70,58,70,49,63,61,62,56,59,57,45,13,10,10,10,16
J. Worrall,70,England,LCB,22,190,90,39,20,73,58,30,35,27,29,52,46,51,54,43,62,46,34,74,65,81,22,70,69,27,30,35,62,69,71,72,11,11,5,9,14
J. Wójcicki,66,Poland,RB,30,190,80,67,58,59,63,61,64,59,38,62,63,70,74,77,62,46,56,79,78,76,61,31,57,59,58,41,56,57,63,68,7,15,8,11,8
J. Windass,70,England,CAM,25,175,68,63,66,60,65,61,67,69,63,61,70,86,84,80,68,79,72,62,68,67,67,61,36,68,67,61,68,30,32,33,13,12,14,13,9
J. Wind,69,Denmark,RS,20,190,82,35,68,65,67,61,67,54,41,45,67,66,67,59,68,64,67,69,68,81,58,65,19,69,60,62,64,32,27,19,7,10,10,11,9
J. Willis,66,United States,GK,30,196,84,13,8,12,34,13,13,14,13,38,15,47,46,52,60,55,45,72,26,71,16,31,24,13,35,22,46,15,12,10,68,65,60,68,65
J. Willis,65,England,CB,24,180,70,42,15,65,51,25,49,49,29,44,59,75,78,76,58,70,47,81,68,77,22,62,62,40,32,26,58,63,65,61,9,11,9,8,10
J. Williams,69,Wales,LM,25,168,60,66,59,39,66,51,74,47,43,63,74,74,61,88,63,89,61,58,63,54,60,55,39,66,69,60,68,48,36,35,8,16,11,10,9
J. Williams,65,Wales,LDM,23,183,77,49,42,62,66,38,55,44,51,63,61,55,59,57,59,64,43,66,58,78,39,61,62,39,61,53,65,64,65,61,8,6,9,16,7
